,Date,Machine_ID,Assembly_Line_No,Coolant_Temperature,Hydraulic_Oil_Temperature,Spindle_Bearing_Temperature,Spindle_Vibration,Tool_Vibration,Voltage,Torque,Downtime,Hydraulic_Pressure,Coolant_Pressure,Air_System_Pressure,Cutting,Spindle_Speed
542,2022-02-19,Makino-L3-Unit1-2015,Shopfloor-L3,7.4,47.6,40.2,0.739,18.621,365.0,19.2998868,No_Machine_Failure,9224090.9,627489.6,701500.9,2110.0,221.2
543,2022-02-19,Makino-L2-Unit1-2015,Shopfloor-L2,9.9,50.3,33.2,1.385,29.868,334.0,20.43585463,No_Machine_Failure,7146602.0,584258.2,622906.1,3000.0,389.4
544,2022-02-19,Makino-L2-Unit1-2015,Shopfloor-L2,4.5,49.3,37.2,1.086,30.031,305.0,19.1151952,No_Machine_Failure,13737035.0,653635.3,617783.5,3000.0,295.4
545,2022-02-19,Makino-L2-Unit1-2015,Shopfloor-L2,5.7,51.5,35.5,0.679,32.996,403.0,19.12208604,No_Machine_Failure,9756727.2,648797.5,646600.6,2020.0,307.3
546,2022-02-19,Makino-L3-Unit1-2015,Shopfloor-L3,7.4,46.6,33.0,0.997,20.708,361.3333333333333,20.43847932,No_Machine_Failure,11976115.2,316608.3,625351.7,3140.0,320.0
547,2022-02-19,Makino-L2-Unit1-2015,Shopfloor-L2,8.6,43.8,37.5,1.341,28.014,377.0,20.954759613333334,Machine_Failure,5896000.0,484571.6,718904.3,2640.0,325.8
548,2022-02-19,Makino-L1-Unit1-2013,Shopfloor-L1,6.4,54.2,37.5,1.221,30.889,414.0,24.42328746,Machine_Failure,9739000.0,591835.7,680645.3,2800.0,325.8
549,2022-02-19,Makino-L2-Unit1-2015,Shopfloor-L2,9.9,45.8,30.5,1.18,32.845,396.0,19.26950555,No_Machine_Failure,12581656.1,632405.3,616449.5,1860.0,237.8
550,2022-02-19,Makino-L3-Unit1-2015,Shopfloor-L3,13.4,42.3,32.1,1.054,28.795,364.0,24.42953638,Machine_Failure,8346000.0,484452.9,637206.3,3330.0,325.7
551,2022-02-19,Makino-L2-Unit1-2015,Shopfloor-L2,12.2,46.6,31.2,1.291,25.551,292.0,19.05187964,No_Machine_Failure,9514969.4,314099.5,588122.7,2010.0,270.0
552,2022-02-19,Makino-L3-Unit1-2015,Shopfloor-L3,11.9,42.0,36.4,1.014,28.972,327.0,20.50607792,No_Machine_Failure,13106497.3,582114.0,614521.8,2880.0,388.0
553,2022-02-19,Makino-L3-Unit1-2015,Shopfloor-L3,10.6,42.3,38.76666666666666,1.144,28.046,331.0,19.21753482,No_Machine_Failure,10447081.6,633650.5,693692.4,1870.0,414.0
554,2022-02-19,Makino-L3-Unit1-2015,Shopfloor-L3,19.1,47.6,34.9,0.825,26.389,387.0,24.45456408,Machine_Failure,5997000.0,689318.2,647007.2,2660.0,325.4
555,2022-02-19,Makino-L1-Unit1-2013,Shopfloor-L1,8.7,47.1,36.5,1.428,29.908,403.0,20.45774769,No_Machine_Failure,12968599.4,479835.9,689764.9,3060.0,221.2
556,2022-02-19,Makino-L3-Unit1-2015,Shopfloor-L3,6.8,50.8,31.9,1.236,35.406,285.0,19.16430493,No_Machine_Failure,17307146.0,637010.9,639896.6,2170.0,320.0
557,2022-02-19,Makino-L2-Unit1-2015,Shopfloor-L2,24.5,44.7,38.0,0.886,21.977,369.0,24.60581383,Machine_Failure,5948000.0,484252.1,652177.8,2600.0,323.4
558,2022-02-19,Makino-L3-Unit1-2015,Shopfloor-L3,25.8,51.0,35.8,0.684,14.018,361.0,24.43829025,Machine_Failure,9440000.0,484217.9,606316.7,2700.0,325.6
559,2022-02-20,Makino-L2-Unit1-2015,Shopfloor-L2,8.7,42.0,38.4,1.387,20.975,362.0,20.39133778,No_Machine_Failure,8827913.4,585732.4,580637.0,2020.0,390.2
560,2022-02-20,Makino-L3-Unit1-2015,Shopfloor-L3,5.7,48.3,31.6,1.422,16.827,352.0,55.5524,No_Machine_Failure,12313283.3,582091.4,699387.9,3290.0,387.9
561,2022-02-20,Makino-L2-Unit1-2015,Shopfloor-L2,12.2,49.4,42.1,0.95,32.015,279.0,20.15630146,No_Machine_Failure,13150096.4,593714.7,583359.3,3180.0,394.8
562,2022-02-20,Makino-L3-Unit1-2015,Shopfloor-L3,13.4,44.7,30.6,0.52,28.406,342.0,24.49848617,Machine_Failure,6683000.0,689318.2,700448.6,3690.0,346.7
563,2022-02-20,Makino-L3-Unit1-2015,Shopfloor-L3,29.0,50.4,39.6,1.175,31.195,399.0,20.10791003,No_Machine_Failure,13791524.3,597335.2,693664.1,1880.0,395.7
564,2022-02-20,Makino-L3-Unit1-2015,Shopfloor-L3,27.6,49.2,31.7,0.55,30.159,331.0,20.62835415,No_Machine_Failure,9045874.7,578283.8,621092.0,1890.0,295.4
565,2022-02-20,Makino-L3-Unit1-2015,Shopfloor-L3,7.4,50.1,34.8,1.061,29.749,317.0,33.92336502,No_Machine_Failure,9408675.4,389503.1,642390.9,2880.0,320.0
566,2022-02-20,Makino-L2-Unit1-2015,Shopfloor-L2,9.9,44.8,37.5,0.696,17.612,310.0,35.5812209,No_Machine_Failure,15051351.3,310696.0,686553.7,1990.0,235.9
567,2022-02-20,Makino-L3-Unit1-2015,Shopfloor-L3,4.5,52.0,41.2,1.484,16.119,393.0,20.16992691,No_Machine_Failure,12592748.9,593355.5,629244.5,3380.0,394.5
568,2022-02-20,Makino-L2-Unit1-2015,Shopfloor-L2,8.6,47.3,33.4,0.95,21.227,257.0,17.89931102,Machine_Failure,9314000.0,484252.1,667625.9,3670.0,324.2
569,2022-02-20,Makino-L3-Unit1-2015,Shopfloor-L3,7.4,50.0,34.6,0.963,34.721,401.0,33.35511961,No_Machine_Failure,8154427.8,585989.2,610121.9,3070.0,390.5
570,2022-02-20,Makino-L2-Unit1-2015,Shopfloor-L2,12.2,45.4,35.1,0.871,29.329,273.0,30.51400825,No_Machine_Failure,13881185.0,581597.3,677632.0,3210.0,270.0
571,2022-02-20,Makino-L1-Unit1-2013,Shopfloor-L1,30.3,42.9,36.1,1.757,38.438,275.0,24.54887643,Machine_Failure,6236000.0,484252.1,653734.4,3670.0,425.5
572,2022-02-20,Makino-L2-Unit1-2015,Shopfloor-L2,6.8,52.0,34.1,1.482,15.412,344.0,20.57855942,No_Machine_Failure,11443260.7,580330.6,691936.4,3000.0,386.6
573,2022-02-20,Makino-L2-Unit1-2015,Shopfloor-L2,5.7,47.8,39.1,0.999,19.487,399.0,32.51929855,No_Machine_Failure,12017911.3,584607.1,641068.6,3060.0,389.9
574,2022-02-20,Makino-L1-Unit1-2013,Shopfloor-L1,14.9,48.2,33.1,0.524,23.606,382.0,15.90071615,Machine_Failure,5435000.0,689318.2,617848.8,3690.0,325.8
575,2022-02-20,Makino-L2-Unit1-2015,Shopfloor-L2,18.0,47.4,31.7,1.325,21.88,365.0,24.41829062,Machine_Failure,5023000.0,484758.7,654059.7,2530.0,442.1
576,2022-02-20,Makino-L2-Unit1-2015,Shopfloor-L2,35.5,51.1,33.0,1.688,29.302,388.0,24.38959845,Machine_Failure,6054000.0,656033.2,589014.0,3550.0,390.5
577,2022-02-20,Makino-L3-Unit1-2015,Shopfloor-L3,4.2,49.1,44.3,1.53,35.748,397.0,24.50854767,Machine_Failure,8382000.0,482850.3,721348.9,2580.0,390.5
578,2022-02-20,Makino-L3-Unit1-2015,Shopfloor-L3,22.6,46.2,33.4,1.189,14.422,312.0,24.50980593,Machine_Failure,9956000.0,482803.3,648600.1,2650.0,425.5
579,2022-02-20,Makino-L3-Unit1-2015,Shopfloor-L3,28.7,48.2,33.1,0.597,23.536,356.0,24.51358151,Machine_Failure,7017000.0,482548.8,575747.8,2890.0,324.6
580,2022-02-20,Makino-L2-Unit1-2015,Shopfloor-L2,10.6,49.2,35.4,0.85,23.95866666666667,416.0,32.37045571,No_Machine_Failure,10941676.5,310598.2,632644.7,1950.0,237.8
581,2022-02-20,Makino-L3-Unit1-2015,Shopfloor-L3,29.8,42.3,34.1,1.317,30.817,381.0,24.472114,Machine_Failure,9226000.0,483712.1,686682.5,3610.0,298.6
582,2022-02-20,Makino-L2-Unit1-2015,Shopfloor-L2,8.3,49.7,38.8,1.013,31.895,369.0,16.44955444,Machine_Failure,7425000.0,591835.7,626295.8,3670.0,325.8
583,2022-02-20,Makino-L2-Unit1-2015,Shopfloor-L2,25.2,56.2,36.8,1.295,29.407,311.0,24.53752056,Machine_Failure,8015000.0,556785.7,727010.8,3550.0,442.1
584,2022-02-21,Makino-L1-Unit1-2013,Shopfloor-L1,25.6,45.7,30.0,0.902,24.078333333333333,385.0,24.27796989,Machine_Failure,6665000.0,487806.9,659087.8,3580.0,327.7
585,2022-02-21,Makino-L3-Unit1-2015,Shopfloor-L3,28.7,47.6,40.1,0.849,25.9,347.0,24.29774023,Machine_Failure,6063000.0,487192.3,670237.2,3690.0,327.5
586,2022-02-21,Makino-L2-Unit1-2015,Shopfloor-L2,29.8,48.2,41.2,1.219,17.384,358.0,24.28414467,Machine_Failure,6619000.0,487712.3,670294.0,3670.0,327.6
587,2022-02-21,Makino-L1-Unit1-2013,Shopfloor-L1,28.7,44.4,33.3,1.035,23.313,293.0,24.27303234,Machine_Failure,5066000.0,487871.9,728211.2,3490.0,327.8
588,2022-02-21,Makino-L1-Unit1-2013,Shopfloor-L1,24.2,51.0,40.7,0.586,35.696,252.0,17.89931102,Machine_Failure,13934000.0,488118.0,694522.5,3930.0,328.1
589,2022-02-21,Makino-L2-Unit1-2015,Shopfloor-L2,27.0,49.1,39.8,1.319,29.188,280.0,24.28661546,Machine_Failure,9165000.0,487471.1,641249.4,3670.0,327.6
590,2022-02-21,Makino-L1-Unit1-2013,Shopfloor-L1,26.4,42.8,35.0,1.324,13.662,393.0,24.25823171,Machine_Failure,5429000.0,522186.0,628589.4,3930.0,328.0
591,2022-02-21,Makino-L2-Unit1-2015,Shopfloor-L2,7.4,42.5,36.4,0.968,15.676,356.0,33.35511961,No_Machine_Failure,10264897.7,316676.9,647692.2,3040.0,307.3
592,2022-02-21,Makino-L2-Unit1-2015,Shopfloor-L2,26.4,48.0,36.2,1.002,29.826,380.0,24.38461538,Machine_Failure,6976000.0,485276.0,712982.0,3610.0,326.3
593,2022-02-21,Makino-L3-Unit1-2015,Shopfloor-L3,10.6,43.9,38.0,0.076,22.473,403.0,20.25980309,No_Machine_Failure,14136817.5,591894.1,654903.7,3070.0,235.9
594,2022-02-21,Makino-L2-Unit1-2015,Shopfloor-L2,7.4,56.6,38.5,1.362,33.899,442.0,20.02777195,No_Machine_Failure,17470326.0,599204.8,719053.7,1880.0,295.4
595,2022-02-21,Makino-L1-Unit1-2013,Shopfloor-L1,8.7,47.7,31.8,0.947,23.781,347.0,20.21690523,No_Machine_Failure,14647288.0,314099.5,676530.0,3130.0,320.0
596,2022-02-21,Makino-L1-Unit1-2013,Shopfloor-L1,24.4,42.9,29.2,0.989,30.032,385.0,24.29897694,Machine_Failure,8285000.0,487060.9,780475.0,3550.0,327.4
597,2022-02-21,Makino-L3-Unit1-2015,Shopfloor-L3,4.5,52.5,32.4,0.652,31.999,389.0,20.22804118,No_Machine_Failure,8945874.7,312601.1,651365.3,1870.0,295.4
598,2022-02-21,Makino-L2-Unit1-2015,Shopfloor-L2,28.5,49.6,38.5,1.158,28.49,354.0,20.282182,No_Machine_Failure,8827913.4,389503.1,721205.2,1860.0,270.0
599,2022-02-21,Makino-L3-Unit1-2015,Shopfloor-L3,8.7,50.0,41.0,1.347,19.395,355.0,20.05132513,No_Machine_Failure,8827913.4,382017.8,609669.9,1990.0,307.3
600,2022-02-21,Makino-L1-Unit1-2013,Shopfloor-L1,9.9,47.4,38.1,0.707,38.599,359.0,22.13576297,No_Machine_Failure,8945874.7,378509.2,687009.8,1950.0,320.0
601,2022-02-21,Makino-L3-Unit1-2015,Shopfloor-L3,11.9,49.4,43.3,0.419,28.207,388.0,20.0732456,No_Machine_Failure,8072648.8,317819.3,630407.1,3150.0,235.9
602,2022-02-21,Makino-L2-Unit1-2015,Shopfloor-L2,10.6,43.2,29.9,0.772,23.102,358.0,20.6408405,No_Machine_Failure,9045874.7,381783.4,654661.4,3190.0,221.2
603,2022-02-21,Makino-L1-Unit1-2013,Shopfloor-L1,9.9,45.3,38.1,1.052,10.462,337.0,21.9889457,No_Machine_Failure,13216137.0,542370.1,665870.1,2790.0,221.2
604,2022-02-21,Makino-L3-Unit1-2015,Shopfloor-L3,5.7,51.9,31.2,0.959,34.242,377.0,22.13781591,No_Machine_Failure,12005792.8,386664.7,556333.3,2910.0,270.0
605,2022-02-21,Makino-L1-Unit1-2013,Shopfloor-L1,6.8,47.6,34.1,0.7373333333333333,23.732,313.0,20.10706313,No_Machine_Failure,8513833.4,379559.4,663426.5,3190.0,295.4
606,2022-02-21,Makino-L2-Unit1-2015,Shopfloor-L2,5.7,47.2,30.2,1.158,23.482,366.0,35.5812209,No_Machine_Failure,9045874.7,388883.5,590433.8,3310.0,295.4
607,2022-02-21,Makino-L3-Unit1-2015,Shopfloor-L3,4.5,43.2,29.0,1.063,24.799,380.0,20.21176969,No_Machine_Failure,8296880.8,479835.9,637107.2,3110.0,253.6
608,2022-02-21,Makino-L3-Unit1-2015,Shopfloor-L3,30.3,50.0,37.3,0.531,11.375,329.0,24.29897694,Machine_Failure,6327000.0,487115.7,656162.4,3550.0,327.4
609,2022-02-21,Makino-L3-Unit1-2015,Shopfloor-L3,12.2,39.5,35.2,0.704,21.325,310.0,20.18357079,No_Machine_Failure,8113822.1,316608.3,674644.8,3120.0,237.8
610,2022-02-21,Makino-L3-Unit1-2015,Shopfloor-L3,6.8,52.53333333333334,40.3,1.579,35.619,396.0,32.37045571,No_Machine_Failure,8072648.8,389503.1,696124.2,3020.0,307.3
611,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,24.2,51.9,38.4,0.847,22.935,363.0,21.99198452,No_Machine_Failure,12080024.0,542316.1,681733.8,2170.0,361.8
612,2022-02-22,Makino-L2-Unit1-2015,Shopfloor-L2,9.8,38.6,34.7,0.572,18.765,445.0,14.10999444,Machine_Failure,13593000.0,484252.1,619112.7,2700.0,298.6
613,2022-02-22,Makino-L1-Unit1-2013,Shopfloor-L1,4.2,46.3,34.8,0.951,28.499,395.0,14.44705039,Machine_Failure,13737000.0,696063.6,658932.0,2770.0,466.0
614,2022-02-22,Makino-L1-Unit1-2013,Shopfloor-L1,9.7,46.1,36.3,1.011,19.934,336.0,16.44955444,Machine_Failure,6376000.0,683941.3,614928.2,3670.0,341.7
615,2022-02-22,Makino-L1-Unit1-2013,Shopfloor-L1,23.9,36.9,37.6,0.753,26.67,309.0,22.12242817,No_Machine_Failure,13137707.0,537571.3,637981.0,2910.0,359.7
616,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,25.1,47.9,33.6,1.146,30.837,310.0,24.34606558,Machine_Failure,5893000.0,486333.6,674048.8,3550.0,326.8
617,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,11.0,41.8,31.5,1.215,33.277,339.0,15.1197393,Machine_Failure,13454000.0,591835.7,665487.4,2670.0,390.5
618,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,10.6,47.3,27.9,0.977,24.693,328.0,30.51400825,No_Machine_Failure,15551531.9,312601.1,650673.3,3060.0,295.4
619,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,4.7,45.6,36.8,1.249,16.751,301.0,24.36221678,Machine_Failure,5726000.0,484252.1,541840.1,3550.0,326.6
620,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,12.2,53.4,44.1,1.378,15.851,348.0,32.51929855,No_Machine_Failure,12378789.4,310598.2,657297.3,1990.0,253.6
621,2022-02-22,Makino-L2-Unit1-2015,Shopfloor-L2,26.4,47.7,36.0,1.498,35.369,322.0,24.32993579,Machine_Failure,7564000.0,686394.4,653974.0,2830.0,341.7
622,2022-02-22,Makino-L1-Unit1-2013,Shopfloor-L1,5.7,46.1,40.4,1.135,22.771,292.0,21.99502419,No_Machine_Failure,15697109.8,316480.5,637598.5,2880.0,221.2
623,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,4.5,52.3,32.4,1.17,40.608,384.0,33.92336502,No_Machine_Failure,12212843.4,316480.5,646896.9,1950.0,270.0
624,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,5.7,49.5,41.3,0.976,17.467,384.0,22.15836621,No_Machine_Failure,7146602.0,381783.4,675738.6,2920.0,295.4
625,2022-02-22,Makino-L2-Unit1-2015,Shopfloor-L2,5.7,44.1,37.2,1.162,23.726,370.0,34.97300419,No_Machine_Failure,13056693.2,538347.0,656462.4,1910.0,359.9
626,2022-02-22,Makino-L1-Unit1-2013,Shopfloor-L1,9.9,43.5,31.5,0.898,17.291,319.0,35.58033366,No_Machine_Failure,11246713.6,389503.1,574060.4,1870.0,221.2
627,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,24.2,44.4,36.3,1.145,17.354,398.0,34.97300419,No_Machine_Failure,9144125.0,310598.2,593619.9,3110.0,361.6
628,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,11.9,47.0,33.7,1.021,18.018,258.0,22.00516248,No_Machine_Failure,11329633.5,542081.9,616621.7,2860.0,361.6
629,2022-02-22,Makino-L2-Unit1-2015,Shopfloor-L2,6.4,42.0,30.8,0.967,29.221,298.0,24.33117578,Machine_Failure,6528000.0,486722.1,622196.6,3690.0,327.0
630,2022-02-22,Makino-L1-Unit1-2013,Shopfloor-L1,6.8,45.9,39.5,0.844,35.513,281.0,34.97300419,No_Machine_Failure,10844841.5,305345.1,629998.8,2110.0,295.4
631,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,9.9,47.6,35.1,0.83,17.411,377.0,22.0163254,No_Machine_Failure,11264957.4,389503.1,617930.4,2870.0,270.0
632,2022-02-22,Makino-L1-Unit1-2013,Shopfloor-L1,23.9,50.7,34.0,0.639,26.724,221.0,33.35511961,No_Machine_Failure,12973832.5,305314.9,566746.6,3030.0,359.6
633,2022-02-22,Makino-L1-Unit1-2013,Shopfloor-L1,15.2,45.4,38.9,0.821,21.089,304.0,24.58174141,Machine_Failure,5703000.0,591835.7,677675.6,3930.0,323.7
634,2022-02-22,Makino-L2-Unit1-2015,Shopfloor-L2,8.7,42.9,36.8,1.144,21.255,323.0,22.01429494,No_Machine_Failure,12592072.8,388883.5,634792.2,2860.0,253.6
635,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,5.7,43.3,38.0,1.148,17.274,393.0,33.92336502,No_Machine_Failure,9998029.8,536200.1,638692.1,2170.0,358.8
636,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,25.6,52.8,36.0,1.393,23.964,381.0,24.56024282,Machine_Failure,7391000.0,683941.3,674100.9,2770.0,443.4
637,2022-02-22,Makino-L1-Unit1-2013,Shopfloor-L1,11.4,45.5,38.5,0.715,19.551,340.0,24.33117578,Machine_Failure,8336000.0,689318.2,613402.7,3580.0,327.0
638,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,15.5,53.8,41.5,0.949,24.884,354.0,17.89931102,Machine_Failure,12595000.0,556785.7,627075.8,3670.0,460.2
639,2022-02-22,Makino-L1-Unit1-2013,Shopfloor-L1,13.0,46.6,32.3,0.38,35.695,385.0,16.96410507,Machine_Failure,9870000.0,656033.2,696863.7,3610.0,442.1
640,2022-02-22,Makino-L2-Unit1-2015,Shopfloor-L2,20.8,38.1,33.9,0.987,31.991,377.0,15.90071615,Machine_Failure,14114000.0,456685.4,651052.4,3690.0,443.4
641,2022-02-22,Makino-L1-Unit1-2013,Shopfloor-L1,6.2,46.2,35.5,1.099,27.909,345.0,14.20288973,Machine_Failure,13402000.0,689318.2,615077.7,2850.0,425.5
642,2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,24.4,46.9,36.8,0.865,31.826,313.0,24.8271881,Machine_Failure,7711000.0,456685.4,679834.0,2750.0,460.2
643,2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,24.0,50.4,35.2,1.471,18.211,351.0,22.0896724,No_Machine_Failure,16592496.2,305314.9,624520.4,3030.0,360.2
644,2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,24.0,51.4,39.6,1.45,28.123,312.0,22.0947841,No_Machine_Failure,12001491.1,388883.5,688015.3,3080.0,360.1
645,2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,6.9,50.7,34.6,0.935,32.845,329.0,24.78465372,Machine_Failure,6656000.0,477297.4,590140.9,3580.0,341.7
646,2022-02-23,Makino-L1-Unit1-2013,Shopfloor-L1,24.0,49.7,40.4,0.68,24.02,332.0,22.08660652,No_Machine_Failure,13347852.7,539649.3,664207.0,1950.0,360.2
647,2022-02-23,Makino-L2-Unit1-2015,Shopfloor-L2,12.4,37.4,30.3,0.999,20.143,280.0,24.88802002,Machine_Failure,8460000.0,475485.8,680920.8,3670.0,442.1
648,2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,25.3,41.4,38.0,1.308,24.639,282.0,24.89191303,Machine_Failure,9557000.0,475466.2,667788.3,3550.0,460.2
649,2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,19.3,43.0,35.4,1.336,27.2,356.0,24.89191303,Machine_Failure,6651000.0,475410.0,608486.4,3550.0,443.4
650,2022-02-23,Makino-L1-Unit1-2013,Shopfloor-L1,25.6,47.1,33.6,1.356,27.275,444.0,24.90749726,Machine_Failure,7720000.0,683941.3,675148.2,3690.0,341.7
651,2022-02-23,Makino-L1-Unit1-2013,Shopfloor-L1,24.0,46.3,33.2,1.047,29.067,326.0,22.08456308,No_Machine_Failure,14556402.4,316480.5,589088.4,2780.0,360.3
652,2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,24.5,44.7,31.6,0.668,26.135,372.0,24.77307872,Machine_Failure,5014000.0,477864.9,651251.6,3590.0,321.2
653,2022-02-23,Makino-L1-Unit1-2013,Shopfloor-L1,24.5,51.3,36.0,0.872,26.762,323.0,24.77179328,Machine_Failure,7289000.0,477897.4,666114.5,3490.0,321.2
654,2022-02-23,Makino-L2-Unit1-2015,Shopfloor-L2,25.9,39.0,27.7,0.957,25.534,369.0,24.87634829,Machine_Failure,9116000.0,475732.0,675188.9,3910.0,319.8
655,2022-02-23,Makino-L2-Unit1-2015,Shopfloor-L2,24.1,48.7,33.3,0.994,25.429,348.0,22.05701349,No_Machine_Failure,12224373.1,540416.2,699290.0,1860.0,360.7
656,2022-02-23,Makino-L2-Unit1-2015,Shopfloor-L2,16.6,46.8,35.4,0.903,25.54,270.0,24.77565001,Machine_Failure,8726000.0,477835.4,659387.2,3930.0,365.8
657,2022-02-23,Makino-L1-Unit1-2013,Shopfloor-L1,24.0,47.5,40.8,1.017,18.407,304.0,22.06211008,No_Machine_Failure,11086684.2,540160.2,645452.3,2880.0,360.6
658,2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,26.3,45.2,30.1,1.479,21.17,318.0,24.88283123,Machine_Failure,5343000.0,475557.2,671786.3,3690.0,390.5
659,2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,26.4,51.2,33.5,0.806,17.355,422.0,24.76536806,Machine_Failure,8900000.0,686394.4,639198.5,3670.0,365.8
660,2022-02-23,Makino-L1-Unit1-2013,Shopfloor-L1,23.7,51.6,38.0,1.107,20.344,346.0,22.20267882,No_Machine_Failure,13061209.3,310696.0,693403.8,1910.0,358.4
661,2022-02-23,Makino-L1-Unit1-2013,Shopfloor-L1,24.0,47.2,38.8,1.691,32.919,421.0,22.07639306,No_Machine_Failure,12106495.4,540010.0,662986.4,2010.0,360.4
662,2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,24.1,45.3,36.3,1.137,18.629,368.0,30.51400825,No_Machine_Failure,13099951.8,540834.2,618010.4,1990.0,295.4
663,2022-02-23,Makino-L1-Unit1-2013,Shopfloor-L1,11.5,52.7,39.6,1.206,24.753,376.0,24.90879683,Machine_Failure,5412000.0,474810.9,635964.4,2610.0,416.6
664,2022-02-23,Makino-L1-Unit1-2013,Shopfloor-L1,8.4,56.4,30.9,1.297,36.982,374.0,24.77179328,Machine_Failure,7536000.0,477908.3,637077.2,2840.0,321.2
665,2022-02-23,Makino-L1-Unit1-2013,Shopfloor-L1,26.3,48.0,31.9,1.076,9.478,325.0,24.85433153,Machine_Failure,15500000.0,476123.8,582184.6,3670.0,425.5
666,2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,14.2,59.2,36.5,1.321,28.08,320.0,24.90359937,Machine_Failure,7643000.0,610882.3,674872.8,2530.0,466.0
667,2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,20.0,53.2,38.8,0.506,35.54,413.0,24.75509463,Machine_Failure,5782000.0,478291.1,683040.0,2730.0,321.4
668,2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,6.3,44.3,34.0,1.162,27.382,266.0,24.90100146,Machine_Failure,6098000.0,475228.7,661846.5,2500.0,390.5
669,2022-02-23,Makino-L1-Unit1-2013,Shopfloor-L1,9.9,52.5,30.5,0.159,22.64,324.0,22.04173785,No_Machine_Failure,8699969.2,540810.2,641579.7,3000.0,361.0
670,2022-02-23,Makino-L1-Unit1-2013,Shopfloor-L1,23.4,47.2,33.6,0.572,31.725,306.0,22.33668647,No_Machine_Failure,16156826.1,531775.6,642322.9,3000.0,295.4
671,2022-02-24,Makino-L3-Unit1-2015,Shopfloor-L3,23.4,42.0,37.5,1.237,24.249,296.0,22.32102113,No_Machine_Failure,14081200.6,531911.1,667621.2,2020.0,356.5
672,2022-02-24,Makino-L3-Unit1-2015,Shopfloor-L3,29.8,43.4,31.7,0.945,14.81,447.0,24.75252761,Machine_Failure,9177000.0,478394.6,616794.6,3670.0,341.7
673,2022-02-24,Makino-L1-Unit1-2013,Shopfloor-L1,28.7,45.7,32.0,0.901,28.348,289.0,24.59440523,Machine_Failure,8245000.0,481582.0,597446.9,3690.0,443.4
674,2022-02-24,Makino-L2-Unit1-2015,Shopfloor-L2,27.0,52.0,33.8,0.846,23.448,387.0,24.61469451,Machine_Failure,5840000.0,481083.1,630494.4,3670.0,460.2
675,2022-02-24,Makino-L3-Unit1-2015,Shopfloor-L3,30.3,52.2,32.2,1.081,31.288,415.0,24.66429014,Machine_Failure,9412000.0,480276.4,645383.3,2640.0,322.6
676,2022-02-24,Makino-L3-Unit1-2015,Shopfloor-L3,26.4,47.3,36.5,1.109,30.765,394.0,24.75381105,Machine_Failure,9545000.0,478355.7,660568.5,3610.0,442.1
677,2022-02-24,Makino-L3-Unit1-2015,Shopfloor-L3,26.4,59.5,43.5,0.709,24.568,363.0,24.63374613,Machine_Failure,7684000.0,480714.4,608788.0,2830.0,323.0
678,2022-02-24,Makino-L1-Unit1-2013,Shopfloor-L1,24.4,48.8,29.7,0.64,20.646,365.0,24.58553919,Machine_Failure,9602000.0,481752.8,607776.7,3670.0,323.6
679,2022-02-24,Makino-L3-Unit1-2015,Shopfloor-L3,29.8,54.0,33.1,1.301,18.827,382.0,24.64773607,Machine_Failure,6773000.0,480613.0,586113.3,2870.0,322.8
680,2022-02-24,Makino-L2-Unit1-2015,Shopfloor-L2,12.4,44.1,34.7,0.659,23.588,435.0,24.64519127,Machine_Failure,8306000.0,480635.1,646576.6,3670.0,322.8
681,2022-02-24,Makino-L2-Unit1-2015,Shopfloor-L2,25.6,45.4,30.9,0.903,36.092,339.0,24.66556445,Machine_Failure,5936000.0,480269.1,703851.8,2640.0,322.6
682,2022-02-24,Makino-L1-Unit1-2013,Shopfloor-L1,23.1,44.6,36.8,1.544,17.911,365.0,22.43219622,No_Machine_Failure,10896881.4,529823.9,656919.7,1850.0,221.2
