Date,Machine_ID,Assembly_Line_No,Coolant_Temperature,Hydraulic_Oil_Temperature,Spindle_Bearing_Temperature,Spindle_Vibration,Tool_Vibration,Voltage,Torque,Hydraulic_Pressure,Coolant_Pressure,Air_System_Pressure,Cutting,Spindle_Speed,Downtime
2022-01-09,Makino-L2-Unit1-2015,Shopfloor-L2,12.2,46.8,37.7,1.783,24.458,392.0,23.01287057,7357216.1,515844.5,672094.5,2810.0,237.8,No_Machine_Failure
2022-05-21,Makino-L3-Unit1-2015,Shopfloor-L3,19.9,47.9,33.7,0.964,19.505,305.0,14.20288973,7393000.0,556785.7,628885.7,2450.0,390.5,Machine_Failure
2022-05-01,Makino-L3-Unit1-2015,Shopfloor-L3,21.8,46.2,38.0,0.892,25.408,409.0,31.5210747,12794108.9,515189.8,648274.1,3000.0,345.3,No_Machine_Failure
2022-03-05,Makino-L2-Unit1-2015,Shopfloor-L2,8.7,45.3,40.4,1.151,19.683,360.0,21.8680775,8296880.8,545235.8,642777.8,1950.0,363.8,No_Machine_Failure
2022-03-15,Makino-L3-Unit1-2015,Shopfloor-L3,22.7,41.1,34.7,0.623,18.765,391.0,30.29200508,15747000.0,689318.2,663992.2,3910.0,262.7,Machine_Failure
2022-04-06,Makino-L1-Unit1-2013,Shopfloor-L1,4.5,48.5,34.9,0.597,18.014,344.0,25.22199915,5321000.0,593661.0,686939.6,3610.0,346.7,Machine_Failure
2022-03-28,Makino-L1-Unit1-2013,Shopfloor-L1,12.2,50.1,30.5,0.908,21.124,390.0,35.5812209,14218856.6,575244.3,710656.3,3320.0,383.6,No_Machine_Failure
2022-05-14,Makino-L1-Unit1-2013,Shopfloor-L1,21.6,44.7,31.0,0.156,32.993,439.0,34.97300419,12100760.4,512889.0,644270.5,1890.0,343.7,No_Machine_Failure
2022-02-07,Makino-L1-Unit1-2013,Shopfloor-L1,11.5,49.9,33.3,0.656,13.661,282.0,14.10999444,13402000.0,479648.5,657698.5,2550.0,322.4,Machine_Failure
2022-03-01,Makino-L2-Unit1-2015,Shopfloor-L2,24.5,50.7,34.8,1.285,26.709,384.0,21.84206433,11110518.1,545916.5,634988.6,3010.0,320.0,No_Machine_Failure
2022-03-13,Makino-L1-Unit1-2013,Shopfloor-L1,10.5,44.7,30.2,1.611,26.02,315.0,27.10509283,8003000.0,438496.2,591990.9,2330.0,460.2,Machine_Failure
2022-04-05,Makino-L1-Unit1-2013,Shopfloor-L1,24.4,49.8,37.6,0.501,21.321,417.0,24.99748665,9401000.0,473246.0,700958.7,3670.0,466.0,Machine_Failure
2022-02-15,Makino-L1-Unit1-2013,Shopfloor-L1,26.4,48.8,37.6,0.786,26.051,421.0,21.07083903,16705092.6,310696.0,639566.2,3290.0,377.6,No_Machine_Failure
2022-03-02,Makino-L2-Unit1-2015,Shopfloor-L2,9.9,49.5,38.0,0.54,20.187,346.0,33.92336502,14266375.2,547329.8,695253.5,3120.0,365.9,No_Machine_Failure
2022-03-27,Makino-L1-Unit1-2013,Shopfloor-L1,24.4,42.6,37.4,1.356,23.284,306.0,25.36134722,12186000.0,465549.6,699984.9,3930.0,313.7,Machine_Failure
2022-03-31,Makino-L2-Unit1-2015,Shopfloor-L2,19.5,52.3,35.2,1.211,21.886,434.0,25.46551448,9365000.0,484252.1,608463.3,3670.0,390.5,Machine_Failure
2022-03-22,Makino-L3-Unit1-2015,Shopfloor-L3,22.26666666666667,50.6,45.4,0.422,34.076,353.0,30.14720681,10361048.2,305345.1,622336.6,3090.0,344.5,No_Machine_Failure
2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,4.7,45.6,36.8,1.249,16.751,301.0,24.36221678,5726000.0,484252.1,541840.1,3550.0,326.6,Machine_Failure
2022-02-21,Makino-L1-Unit1-2013,Shopfloor-L1,9.9,47.4,38.1,0.707,38.599,359.0,22.13576297,8945874.7,378509.2,687009.8,1950.0,320.0,No_Machine_Failure
2022-04-17,Makino-L3-Unit1-2015,Shopfloor-L3,6.8,40.2,40.9,0.609,28.981,388.0,29.82319478,8113822.1,527626.4,687313.7,2930.0,270.0,No_Machine_Failure
2022-02-07,Makino-L3-Unit1-2015,Shopfloor-L3,20.6,52.9,34.6,1.292,13.509,270.0,32.37045571,7046602.0,503774.8,671803.6,2110.0,337.3,No_Machine_Failure
2022-03-11,Makino-L1-Unit1-2013,Shopfloor-L1,11.9,54.5,36.6,0.816,23.304,401.0,26.55774366,9871000.0,445938.1,618633.5,2370.0,443.4,Machine_Failure
2022-04-10,Makino-L1-Unit1-2013,Shopfloor-L1,23.2,43.6,30.9,0.962,22.618,403.0,26.1776608,6603000.0,452934.2,689031.6,2400.0,304.0,Machine_Failure
2022-03-13,Makino-L2-Unit1-2015,Shopfloor-L2,11.4,49.1,30.9,1.408,29.017,407.0,27.07434923,8338000.0,439000.7,635213.5,3670.0,293.9,Machine_Failure
2022-02-16,Makino-L1-Unit1-2013,Shopfloor-L1,9.9,51.6,43.9,0.866,24.369,312.0,21.19525839,11546866.3,310696.0,614959.8,3170.0,253.6,No_Machine_Failure
2022-03-09,Makino-L2-Unit1-2015,Shopfloor-L2,14.7,44.4,38.8,1.168,21.579,312.0,16.44955444,7104000.0,689318.2,716152.9,3490.0,298.6,Machine_Failure
2022-01-23,Makino-L1-Unit1-2013,Shopfloor-L1,22.7,52.2,34.6,0.37,39.223,355.0,22.60533169,11885687.1,305345.1,658688.0,2870.0,352.0,No_Machine_Failure
2022-03-12,Makino-L2-Unit1-2015,Shopfloor-L2,23.3,49.3,32.4,1.037,28.411,319.0,22.34923459,11771614.5,531329.7,582629.9,2010.0,356.0,No_Machine_Failure
2022-03-21,Makino-L1-Unit1-2013,Shopfloor-L1,29.8,48.3,38.8,0.974,30.12,269.0,19.8116778,13991905.4,312601.1,655348.2,3130.0,401.6,No_Machine_Failure
2022-03-06,Makino-L1-Unit1-2013,Shopfloor-L1,25.7,52.5,35.6,1.356,28.073,466.0,30.51400825,9045874.7,556919.6,598416.8,2010.0,320.0,No_Machine_Failure
2022-05-06,Makino-L3-Unit1-2015,Shopfloor-L3,5.7,43.0,33.7,0.89,24.938,438.0,30.51400825,8072648.8,516513.0,663114.5,1860.0,346.1,No_Machine_Failure
2022-03-11,Makino-L1-Unit1-2013,Shopfloor-L1,25.6,41.1,41.0,0.568,32.577,428.0,26.54445371,6443000.0,446236.6,694787.6,2430.0,299.8,Machine_Failure
2022-03-04,Makino-L2-Unit1-2015,Shopfloor-L2,24.3,48.5,36.7,0.845,38.395,339.0,21.95456427,10662837.3,542651.9,672942.3,1850.0,295.4,No_Machine_Failure
2022-04-22,Makino-L2-Unit1-2015,Shopfloor-L2,21.3,46.4,37.2,0.531,32.608,409.0,23.23576365,13240658.9,389503.1,702243.1,2740.0,342.4,No_Machine_Failure
2022-02-21,Makino-L3-Unit1-2015,Shopfloor-L3,28.7,47.6,40.1,0.849,25.9,347.0,24.29774023,6063000.0,487192.3,670237.2,3690.0,327.5,Machine_Failure
2022-02-18,Makino-L3-Unit1-2015,Shopfloor-L3,27.0,46.0,32.1,1.178,20.133,306.0,24.52239573,7546000.0,482383.9,690686.2,3610.0,390.5,Machine_Failure
2022-03-17,Makino-L3-Unit1-2015,Shopfloor-L3,8.7,47.2,37.5,0.535,25.634,360.0,20.52900452,8072648.8,386664.7,674201.3,1860.0,387.6,No_Machine_Failure
2022-03-23,Makino-L1-Unit1-2013,Shopfloor-L1,19.2,40.6,37.5,0.799,34.682,351.0,28.17860937,13737000.0,422527.2,552732.6,2330.0,282.4,Machine_Failure
2022-03-23,Makino-L2-Unit1-2015,Shopfloor-L2,26.3,52.0,31.5,0.953,14.345,268.0,21.09784338,14633615.0,565926.3,652336.6,2010.0,377.1,No_Machine_Failure
2022-04-17,Makino-L3-Unit1-2015,Shopfloor-L3,8.7,50.7,29.4,0.954,32.477,349.0,34.97300419,8827913.4,386664.7,596876.8,2950.0,320.0,No_Machine_Failure
2022-02-21,Makino-L1-Unit1-2013,Shopfloor-L1,26.4,42.8,35.0,1.324,13.662,393.0,24.25823171,5429000.0,522186.0,628589.4,3930.0,328.0,Machine_Failure
2022-02-06,Makino-L1-Unit1-2013,Shopfloor-L1,23.4,43.9,33.7,1.711,25.597,346.0,14.20288973,9870000.0,696063.6,657848.7,2750.0,466.0,Machine_Failure
2022-01-06,Makino-L2-Unit1-2015,Shopfloor-L2,21.7,50.2,33.9,0.829,15.968,362.0,31.62033518,13324578.3,513710.2,653309.3,2770.0,221.2,No_Machine_Failure
2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,24.2,44.4,36.3,1.145,17.354,398.0,34.97300419,9144125.0,310598.2,593619.9,3110.0,361.6,No_Machine_Failure
2022-02-08,Makino-L3-Unit1-2015,Shopfloor-L3,20.4,43.8,32.6,1.209,26.043,386.0,35.58033366,9285574.0,502756.6,674849.8,2110.0,336.7,No_Machine_Failure
2022-01-13,Makino-L1-Unit1-2013,Shopfloor-L1,25.6,44.6,36.9,0.46,18.102,372.0,24.13315135,9232000.0,656033.2,601923.8,2730.0,329.7,Machine_Failure
2022-03-28,Makino-L1-Unit1-2013,Shopfloor-L1,7.4,45.4,40.2,1.025,21.624,314.0,20.86000175,13084908.0,571961.8,587008.7,3220.0,295.4,No_Machine_Failure
2022-03-28,Makino-L2-Unit1-2015,Shopfloor-L2,25.8,50.0,29.8,0.879,16.829,260.0,16.44955444,12186000.0,466930.3,663837.3,2540.0,314.8,Machine_Failure
2022-05-12,Makino-L2-Unit1-2015,Shopfloor-L2,12.2,44.7,42.2,1.113,34.991,328.0,23.10419591,8113822.1,513460.3,688500.8,2170.0,344.4,No_Machine_Failure
2022-05-09,Makino-L3-Unit1-2015,Shopfloor-L3,7.4,52.8,30.3,1.393,35.036,381.0,35.58033366,8296880.8,516787.2,661085.4,1850.0,253.6,No_Machine_Failure
2022-01-27,Makino-L3-Unit1-2015,Shopfloor-L3,7.4,45.0,36.3,0.689,11.396,449.0,31.62033518,14560074.6,312601.1,682568.2,2880.0,307.3,No_Machine_Failure
2022-03-27,Makino-L2-Unit1-2015,Shopfloor-L2,26.9,40.0,39.8,0.649,31.418,315.0,20.82360639,11793250.5,572578.3,627831.7,3090.0,382.1,No_Machine_Failure
2022-04-15,Makino-L2-Unit1-2015,Shopfloor-L2,6.8,44.2,34.8,1.012,22.752,266.0,32.51929855,7357216.1,305314.9,687197.3,1870.0,320.0,No_Machine_Failure
2022-03-09,Makino-L1-Unit1-2013,Shopfloor-L1,10.6,46.1,31.2,0.798,26.633,396.0,30.51400825,8113822.1,533312.9,605217.6,2110.0,357.1,No_Machine_Failure
2022-05-01,Makino-L1-Unit1-2013,Shopfloor-L1,21.2,42.7,38.5,0.734,34.271,313.0,23.32659044,13789153.5,509258.4,661206.6,2110.0,320.0,No_Machine_Failure
2022-03-06,Makino-L3-Unit1-2015,Shopfloor-L3,9.9,50.7,34.4,1.561,24.011,353.0,21.48813971,9950172.3,312601.1,699251.8,2850.0,370.3,No_Machine_Failure
2022-02-11,Makino-L1-Unit1-2013,Shopfloor-L1,26.7,43.6,35.3,1.174,18.644,356.0,20.88829578,14451262.8,570121.6,629780.6,3110.0,380.9,No_Machine_Failure
2022-03-17,Makino-L1-Unit1-2013,Shopfloor-L1,13.4,51.1,41.1,0.887,24.195,414.0,29.82830366,5178000.0,400061.1,634365.3,2340.0,266.8,Machine_Failure
2022-04-09,Makino-L2-Unit1-2015,Shopfloor-L2,22.3,47.5,36.7,1.291,26.297,400.0,22.76269489,14682008.2,521786.5,635878.4,2950.0,295.4,No_Machine_Failure
2022-02-17,Makino-L1-Unit1-2013,Shopfloor-L1,17.8,39.9,36.6,1.106,24.524,409.0,24.3088752,5719000.0,486876.7,696728.4,3670.0,327.3,Machine_Failure
2022-04-29,Makino-L2-Unit1-2015,Shopfloor-L2,7.4,46.8,26.9,0.458,26.477,296.0,23.34255819,13414822.4,310696.0,700985.7,2650.0,307.3,No_Machine_Failure
2022-04-13,Makino-L3-Unit1-2015,Shopfloor-L3,10.6,47.0,37.2,0.99,37.959,413.0,22.81491039,11689115.2,310598.2,650394.7,3050.0,348.8,No_Machine_Failure
2022-03-26,Makino-L2-Unit1-2015,Shopfloor-L2,21.7,50.1,34.9,0.859,28.391,380.0,25.3424992,6478000.0,484252.1,582025.7,2580.0,346.7,Machine_Failure
2022-02-26,Makino-L2-Unit1-2015,Shopfloor-L2,29.8,49.5,36.2,0.785,30.201,357.0,24.38461538,9745000.0,485293.2,654703.6,2890.0,326.3,Machine_Failure
2022-04-30,Makino-L2-Unit1-2015,Shopfloor-L2,26.4,51.2,40.0,0.464,24.451,294.0,16.44955444,9154000.0,460455.1,625957.9,3130.0,309.9,Machine_Failure
2022-03-19,Makino-L3-Unit1-2015,Shopfloor-L3,28.0,49.9,29.7,1.005,17.901,378.0,20.4673955,13680293.3,583153.8,631988.9,2110.0,295.4,No_Machine_Failure
2022-03-11,Makino-L1-Unit1-2013,Shopfloor-L1,7.3,43.8,30.0,1.412,26.508,278.0,26.62290877,5925000.0,593661.0,702925.4,2440.0,365.8,Machine_Failure
2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,26.3,45.2,30.1,1.479,21.17,318.0,24.88283123,5343000.0,475557.2,671786.3,3690.0,390.5,Machine_Failure
2022-03-18,Makino-L2-Unit1-2015,Shopfloor-L2,18.6,44.5,41.2,0.809,26.726,315.0,14.20288973,5946000.0,362516.7,628091.7,1800.0,213.1,Machine_Failure
2022-03-29,Makino-L3-Unit1-2015,Shopfloor-L3,6.4,44.4,37.4,1.32,14.635,368.0,15.90071615,6714000.0,463253.7,641509.5,3670.0,341.7,Machine_Failure
2022-02-16,Makino-L3-Unit1-2015,Shopfloor-L3,13.7,40.0,28.5,1.412,9.101,415.0,24.88412823,9231000.0,656033.2,655629.6,3550.0,443.4,Machine_Failure
2022-01-22,Makino-L1-Unit1-2013,Shopfloor-L1,16.4,45.2,33.4,0.993,24.123,401.0,15.90071615,5695000.0,486086.2,670826.1,2770.0,341.7,Machine_Failure
2022-03-23,Makino-L3-Unit1-2015,Shopfloor-L3,24.3,43.0,34.1,1.211,27.098,343.0,28.08907978,9295000.0,423680.7,634507.6,2430.0,283.3,Machine_Failure
2022-05-31,Makino-L2-Unit1-2015,Shopfloor-L2,24.4,44.2,40.6,0.618,30.791,360.0,25.86002925,13934000.0,457438.2,656039.4,3550.0,307.7,Machine_Failure
2022-03-19,Makino-L2-Unit1-2015,Shopfloor-L2,28.1,49.1,35.9,1.127,21.42,328.0,20.43060727,9893943.3,584485.7,647083.9,2170.0,389.4,No_Machine_Failure
2022-03-10,Makino-L3-Unit1-2015,Shopfloor-L3,12.2,52.0,33.5,1.076,23.66,359.0,33.92336502,16381904.8,532598.7,667908.2,1880.0,237.8,No_Machine_Failure
2022-05-17,Makino-L1-Unit1-2013,Shopfloor-L1,21.7,52.6,35.5,0.197,36.167,349.0,32.51929855,11976115.2,513770.2,647329.3,2820.0,307.3,No_Machine_Failure
2022-04-24,Makino-L2-Unit1-2015,Shopfloor-L2,10.6,47.1,36.3,0.891,27.744,352.0,34.97300419,12912770.0,512323.5,725833.9,2110.0,343.3,No_Machine_Failure
2022-03-28,Makino-L1-Unit1-2013,Shopfloor-L1,4.5,51.4,31.2,0.702,23.859,391.0,32.37045571,12547659.9,575249.5,707332.5,1920.0,383.6,No_Machine_Failure
2022-03-05,Makino-L2-Unit1-2015,Shopfloor-L2,6.8,43.5,30.6,0.823,24.443,347.0,21.83806779,11282050.2,388883.5,621507.5,2900.0,364.4,No_Machine_Failure
2022-03-30,Makino-L3-Unit1-2015,Shopfloor-L3,29.8,50.0,36.7,0.537,21.723,390.0,16.96410507,9584000.0,462865.6,689805.9,2640.0,419.6,Machine_Failure
2022-03-15,Makino-L2-Unit1-2015,Shopfloor-L2,24.1,52.8,31.2,0.88,23.552,359.0,22.02546713,9253783.6,316480.5,713591.0,3100.0,361.2,No_Machine_Failure
2022-03-03,Makino-L2-Unit1-2015,Shopfloor-L2,25.0,48.0,36.3,1.283,28.069,333.0,35.5812209,11430567.6,550089.1,633014.1,3130.0,367.2,No_Machine_Failure
2022-04-11,Makino-L1-Unit1-2013,Shopfloor-L1,32.6,40.5,29.6,0.77,22.058,284.0,26.18053194,6718000.0,456685.4,639655.0,2450.0,303.9,Machine_Failure
2022-04-16,Makino-L3-Unit1-2015,Shopfloor-L3,31.9,46.1,37.4,1.42,30.607,397.0,26.42105263,6621000.0,448882.5,623443.7,2660.0,301.2,Machine_Failure
2022-04-06,Makino-L2-Unit1-2015,Shopfloor-L2,23.4,46.4,32.3,0.899,30.249,363.0,15.1197393,6229000.0,471005.5,661050.7,2510.0,298.6,Machine_Failure
2022-03-24,Makino-L3-Unit1-2015,Shopfloor-L3,22.0,50.8,44.4,1.301,21.768,349.0,29.2507812,8027000.0,686394.4,629362.9,3490.0,460.2,Machine_Failure
2022-03-08,Makino-L1-Unit1-2013,Shopfloor-L1,13.6,44.5,36.6,0.779,13.757,315.0,15.1197393,8702000.0,432492.1,666106.3,2420.0,289.1,Machine_Failure
2022-03-12,Makino-L1-Unit1-2013,Shopfloor-L1,23.3,44.9,35.8,0.8306666666666667,17.749,394.0,22.36179681,12940299.2,530821.0,648543.6,1860.0,320.0,No_Machine_Failure
2022-01-30,Makino-L1-Unit1-2013,Shopfloor-L1,12.2,51.0,37.0,0.554,32.839,312.0,22.87613206,14502086.4,388883.5,616878.6,1890.0,253.6,No_Machine_Failure
2022-04-02,Makino-L3-Unit1-2015,Shopfloor-L3,26.9,44.5,37.2,0.513,26.353,398.0,25.05258186,5902000.0,471849.8,678537.9,3690.0,317.6,Machine_Failure
2022-04-20,Makino-L3-Unit1-2015,Shopfloor-L3,25.6,50.0,35.8,1.123,36.276,420.0,26.28142031,6559000.0,451534.0,702668.5,2740.0,302.8,Machine_Failure
2022-04-08,Makino-L1-Unit1-2013,Shopfloor-L1,22.3,48.0,34.2,1.008,24.419,330.0,35.58033366,11707645.0,521441.1,571986.1,1870.0,349.4,No_Machine_Failure
2022-03-10,Makino-L1-Unit1-2013,Shopfloor-L1,23.6,45.6,35.0,1.06,22.663,384.0,22.22541899,14214199.7,534526.7,607820.3,3060.0,358.0,No_Machine_Failure
2022-03-11,Makino-L3-Unit1-2015,Shopfloor-L3,23.2,46.1,25.4,0.708,28.417,274.0,32.39431466,7357216.1,530225.8,626846.4,2170.0,355.3,No_Machine_Failure
2022-03-15,Makino-L2-Unit1-2015,Shopfloor-L2,26.3,51.3,32.3,1.794,20.972,409.0,14.20288973,6632000.0,394471.5,611376.0,2050.0,261.0,Machine_Failure
2022-01-26,Makino-L3-Unit1-2015,Shopfloor-L3,23.0,48.2,31.9,1.008,32.377,344.0,31.62033518,11128728.0,528269.9,717302.1,3060.0,295.4,No_Machine_Failure
2022-01-15,Makino-L2-Unit1-2015,Shopfloor-L2,28.7,42.4,35.8,1.89,25.249,375.0,15.1197393,15747000.0,497523.2,572538.1,2740.0,341.7,Machine_Failure
2022-02-25,Makino-L2-Unit1-2015,Shopfloor-L2,8.7,51.9,31.4,1.191,25.611,370.0,22.26584581,10132476.3,533732.8,682680.5,2900.0,320.0,No_Machine_Failure
2022-03-13,Makino-L2-Unit1-2015,Shopfloor-L2,18.0,54.9,29.3,0.689,26.421,374.0,27.12665492,6996000.0,683941.3,599913.7,3590.0,298.6,Machine_Failure
2022-02-22,Makino-L3-Unit1-2015,Shopfloor-L3,24.4,46.9,36.8,0.865,31.826,313.0,24.8271881,7711000.0,456685.4,679834.0,2750.0,460.2,Machine_Failure
2022-03-10,Makino-L1-Unit1-2013,Shopfloor-L1,13.1,49.7,36.4,0.886,13.141,261.0,14.20288973,12595000.0,486086.2,641567.6,3580.0,297.7,Machine_Failure
2022-02-24,Makino-L1-Unit1-2013,Shopfloor-L1,24.4,48.8,29.7,0.64,20.646,365.0,24.58553919,9602000.0,481752.8,607776.7,3670.0,323.6,Machine_Failure
2022-04-17,Makino-L2-Unit1-2015,Shopfloor-L2,6.8,46.3,36.2,0.443,26.939,302.0,32.51929855,9906388.9,316608.3,654117.7,3060.0,295.4,No_Machine_Failure
2022-06-01,Makino-L2-Unit1-2015,Shopfloor-L2,29.8,50.3,23.4,0.888,25.308,451.0,15.90071615,14236000.0,484252.1,656345.2,3580.0,365.8,Machine_Failure
2022-02-27,Makino-L2-Unit1-2015,Shopfloor-L2,10.1,47.5,29.7,0.912,32.289,289.0,23.978001,6896000.0,535862.4,650197.6,3590.0,425.5,Machine_Failure
2022-05-25,Makino-L1-Unit1-2013,Shopfloor-L1,5.7,49.6,28.6,1.207,29.618,324.0,25.85582756,12186000.0,457656.6,674618.4,3930.0,307.7,Machine_Failure
2022-02-25,Makino-L1-Unit1-2013,Shopfloor-L1,14.6,50.3,35.2,0.87,12.807,346.0,24.69363265,6173000.0,479139.7,637892.4,2700.0,322.2,Machine_Failure
2022-03-22,Makino-L3-Unit1-2015,Shopfloor-L3,26.2,46.6,32.2,0.91,24.045,383.0,21.17645493,12250690.6,563157.2,685063.7,2880.0,270.0,No_Machine_Failure
2022-03-11,Makino-L1-Unit1-2013,Shopfloor-L1,23.1,50.2,37.2,1.015,25.475,245.0,22.43957697,12667891.1,529815.5,603920.3,3060.0,354.6,No_Machine_Failure
2022-01-16,Makino-L3-Unit1-2015,Shopfloor-L3,7.4,47.6,30.1,0.944,19.439,311.0,23.35969076,13693136.1,389503.1,628972.7,2960.0,235.9,No_Machine_Failure
2022-03-25,Makino-L3-Unit1-2015,Shopfloor-L3,7.4,52.6,40.4,0.419,32.998,379.0,35.5812209,10082813.9,559910.9,637668.6,2010.0,320.0,No_Machine_Failure
2022-03-28,Makino-L1-Unit1-2013,Shopfloor-L1,26.6,48.0,25.2,1.418,25.593,363.0,20.96535067,11888463.5,568293.0,614826.8,3000.0,379.5,No_Machine_Failure
2022-03-31,Makino-L2-Unit1-2015,Shopfloor-L2,14.7,47.2,36.2,0.896,29.317,364.0,25.46415618,5553000.0,696063.6,638284.4,3690.0,425.5,Machine_Failure
2022-03-02,Makino-L3-Unit1-2015,Shopfloor-L3,24.7,45.6,34.7,0.399,33.254,364.0,21.7902232,11446134.8,546894.0,708092.2,1990.0,270.0,No_Machine_Failure
2022-03-17,Makino-L2-Unit1-2015,Shopfloor-L2,6.8,44.1,36.5,1.457,20.641,245.0,20.34267939,8945874.7,316608.3,605812.1,2110.0,391.1,No_Machine_Failure
2022-01-16,Makino-L2-Unit1-2015,Shopfloor-L2,5.0,45.8,37.7,0.848,23.224,344.0,14.20288973,8858000.0,591835.7,585260.6,2670.0,460.2,Machine_Failure
2022-03-20,Makino-L3-Unit1-2015,Shopfloor-L3,34.9,52.2,31.0,1.249,28.323,281.0,18.86069848,15379306.8,435574.5,611089.6,3360.0,421.9,No_Machine_Failure
2022-03-17,Makino-L2-Unit1-2015,Shopfloor-L2,30.3,52.8,39.0,0.225,27.466,360.0,29.75208775,9411000.0,400618.3,638558.2,3910.0,267.4,Machine_Failure
2022-05-07,Makino-L2-Unit1-2015,Shopfloor-L2,22.0,48.2,34.7,1.056,27.86,352.0,22.94981252,12710804.7,517344.9,647703.9,2890.0,346.7,No_Machine_Failure
2022-03-18,Makino-L2-Unit1-2015,Shopfloor-L2,8.7,47.9,31.6,1.431,19.973,394.0,35.58033366,15022224.8,580023.9,653226.5,2170.0,320.0,No_Machine_Failure
2022-02-21,Makino-L1-Unit1-2013,Shopfloor-L1,24.4,42.9,29.2,0.989,30.032,385.0,24.29897694,8285000.0,487060.9,780475.0,3550.0,327.4,Machine_Failure
2022-02-17,Makino-L1-Unit1-2013,Shopfloor-L1,5.7,55.3,35.9,0.78,11.161,354.0,19.92080117,8072648.8,602913.9,619288.0,3450.0,253.6,No_Machine_Failure
2022-02-05,Makino-L2-Unit1-2015,Shopfloor-L2,4.9,54.6,36.8,1.207,25.046,375.0,15.1197393,14236000.0,486086.2,701088.0,3550.0,443.4,Machine_Failure
2022-04-12,Makino-L2-Unit1-2015,Shopfloor-L2,25.6,44.7,32.0,1.277,29.469,334.0,26.00653702,8503000.0,454678.0,574447.8,2580.0,466.0,Machine_Failure
2022-03-08,Makino-L1-Unit1-2013,Shopfloor-L1,25.3,46.0,37.5,1.441,25.233,334.0,21.54341155,12446856.0,388883.5,662326.0,2920.0,369.3,No_Machine_Failure
2022-03-10,Makino-L2-Unit1-2015,Shopfloor-L2,10.6,49.7,36.0,1.18,26.743,375.0,31.62033518,9285574.0,534271.5,662382.3,1870.0,221.2,No_Machine_Failure
2022-01-30,Makino-L2-Unit1-2015,Shopfloor-L2,30.3,43.3,37.2,1.305,28.952,294.0,16.96410507,12710000.0,487486.0,541835.6,2590.0,327.6,Machine_Failure
2022-02-08,Makino-L2-Unit1-2015,Shopfloor-L2,11.9,47.5,31.1,0.896,20.729,361.0,35.58033366,11864834.2,310598.2,636466.3,2880.0,270.0,No_Machine_Failure
2022-03-09,Makino-L3-Unit1-2015,Shopfloor-L3,25.6,45.7,32.6,1.228,19.699,344.0,27.66425219,13737000.0,656033.2,574352.0,3610.0,365.8,Machine_Failure
2022-03-10,Makino-L1-Unit1-2013,Shopfloor-L1,9.9,50.0,31.8,1.264,26.84,432.0,22.26896166,12126513.6,533683.2,712898.8,3000.0,221.2,No_Machine_Failure
2022-03-10,Makino-L1-Unit1-2013,Shopfloor-L1,24.4,48.4,32.2,0.864,18.332,319.0,14.20288973,7944000.0,444950.7,590452.3,3490.0,443.4,Machine_Failure
2022-04-15,Makino-L2-Unit1-2015,Shopfloor-L2,22.8,48.7,33.9,0.986,17.913,312.0,33.92336502,14445103.4,526273.1,647228.4,2010.0,352.5,No_Machine_Failure
2022-01-12,Makino-L2-Unit1-2015,Shopfloor-L2,21.2,51.2,27.4,1.142,30.173,354.0,23.34027574,1532576.1,508886.8,623502.8,2900.0,340.9,No_Machine_Failure
2022-03-14,Makino-L1-Unit1-2013,Shopfloor-L1,24.4,45.5,35.6,0.647,29.1,363.0,26.827873,6548000.0,441670.5,607662.1,2370.0,296.6,Machine_Failure
2022-04-01,Makino-L3-Unit1-2015,Shopfloor-L3,18.1,47.3,35.4,1.792,19.426,332.0,14.20288973,9870000.0,656033.2,616213.0,3550.0,312.2,Machine_Failure
2022-02-11,Makino-L1-Unit1-2013,Shopfloor-L1,26.6,50.6,26.7,0.933,25.444,431.0,20.94879108,12249450.7,568730.0,565517.5,3090.0,379.8,No_Machine_Failure
2022-03-12,Makino-L2-Unit1-2015,Shopfloor-L2,4.8,36.2,33.9,1.367,23.627,330.0,27.02989469,5298000.0,439596.2,637672.2,3670.0,466.0,Machine_Failure
2022-04-25,Makino-L1-Unit1-2013,Shopfloor-L1,25.1,45.0,41.3,1.718,33.645,447.0,25.77625398,8565000.0,689318.2,603105.4,2680.0,346.7,Machine_Failure
2022-03-20,Makino-L2-Unit1-2015,Shopfloor-L2,7.4,46.3,33.2,0.589,17.464,392.0,21.72738752,9188000.0,381960.6,664078.9,2180.0,341.7,Machine_Failure
2022-05-11,Makino-L2-Unit1-2015,Shopfloor-L2,21.8,47.8,30.9,1.605,27.956,322.0,32.4913785,14363863.6,515236.8,612031.0,3030.0,345.4,No_Machine_Failure
2022-04-24,Makino-L3-Unit1-2015,Shopfloor-L3,9.9,44.8,37.1,1.296,12.371,330.0,33.92336502,12578433.9,512225.4,654934.1,2170.0,343.2,No_Machine_Failure
2022-03-25,Makino-L2-Unit1-2015,Shopfloor-L2,12.3,49.0,28.2,0.63,32.184,326.0,28.48460621,7951000.0,417733.9,694745.3,3550.0,466.0,Machine_Failure
2022-02-09,Makino-L1-Unit1-2013,Shopfloor-L1,15.6,40.6,32.9,0.681,17.379,403.0,16.44955444,13454000.0,535862.4,624690.7,2650.0,365.8,Machine_Failure
